id,name,goals_avg,goals_sd,assists_avg,assists_sd,blocks_avg,blocks_sd,catches_avg,catches_sd,completions_avg,completions_sd,throwaways_avg,throwaways_sd,drops_avg,drops_sd,callahans_avg,callahans_sd
742,Manny E,0.642857143,1.008208072,1.071428571,1.859043828,0.285714286,0.468807231,12.78571429,15.20717731,14.85714286,17.64982956,1.142857143,1.511857892,0,0,0,0
743,Marc M,0.142857143,0.534522484,0.857142857,1.167320591,0.357142857,0.633323694,6.357142857,6.868065934,6.785714286,7.464568321,0.785714286,0.892582375,0.214285714,0.425815314,0,0
744,MarcM,0,0,0.071428571,0.267261242,0,0,0.285714286,1.069044968,0.571428571,2.138089935,0,0,0,0,0,0
745,Mark B,2.142857143,3.034599019,5.285714286,4.810702354,0.285714286,0.825420306,30.14285714,25.64508393,31.64285714,27.73946687,2.785714286,2.547353723,0.214285714,0.425815314,0,0
746,MarkB,0,0,0.5,1.870828693,0.071428571,0.267261242,1.857142857,6.94879229,2,7.483314774,0.285714286,1.069044968,0,0,0,0
747,Morgan H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,Nick M,0.571428571,1.089409559,0.428571429,0.646206173,1.357142857,0.744946344,3.214285714,2.082105866,2.928571429,1.940035119,0.142857143,0.36313652,0.357142857,0.744946344,0,0
749,Nick R,0.5,1.2860195,0,0,0,0,1.5,3.817973687,1.071428571,2.730575755,0.071428571,0.267261242,0.071428571,0.267261242,0,0
750,NickM,0.071428571,0.267261242,0,0,0,0,0.142857143,0.534522484,0,0,0,0,0,0,0,0
751,Peter GL,1.357142857,1.905746083,0.142857143,0.36313652,0.428571429,0.646206173,4.928571429,5.09093139,3.071428571,3.149219335,0.357142857,0.633323694,0.142857143,0.36313652,0,0
752,PeterGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Qxhna T,0,0,0.071428571,0.267261242,0,0,0.357142857,1.33630621,0.571428571,2.138089935,0,0,0,0,0,0
754,QxhnaT,0,0,0.071428571,0.267261242,0,0,0.642857143,2.405351177,0.642857143,2.405351177,0.214285714,0.801783726,0,0,0,0
755,Reed H,0.428571429,1.603567451,0.285714286,1.069044968,0.071428571,0.267261242,1.714285714,6.414269806,1.285714286,4.810702354,0.071428571,0.267261242,0,0,0,0
756,Robbie F,0.071428571,0.267261242,0.214285714,0.801783726,0.071428571,0.267261242,0.714285714,2.163635524,0.571428571,1.504571787,0.285714286,0.825420306,0.071428571,0.267261242,0,0
757,Ryan S,2.285714286,1.938618518,0.571428571,0.755928946,0.214285714,0.425815314,9.142857143,5.815855554,6.214285714,4.191173352,0.428571429,0.646206173,0.214285714,0.425815314,0,0
758,RyanS,0.142857143,0.534522484,0,0,0,0,0.857142857,3.207134903,0.714285714,2.672612419,0,0,0,0,0,0
759,Sam C,1.714285714,2.127785827,1.071428571,1.591529778,0.428571429,1.089409559,11.42857143,12.42648713,9.214285714,10.19184117,0.5,0.650443636,0.142857143,0.534522484,0,0
760,Shane W,1.142857143,1.099450412,0.214285714,0.578934224,1.642857143,1.446860945,4.428571429,3.13084618,3.428571429,2.47181919,0.214285714,0.425815314,0.428571429,0.937614462,0,0
761,ShaneW,0,0,0,0,0.214285714,0.801783726,0.071428571,0.267261242,0.071428571,0.267261242,0.142857143,0.534522484,0,0,0,0
762,Steph L,0.214285714,0.801783726,0,0,0,0,3.642857143,7.742064353,4.5,9.613692159,0.428571429,0.937614462,0.071428571,0.267261242,0,0
763,StephL,0,0,0,0,0,0,0.642857143,2.405351177,0.928571429,3.474396145,0,0,0.071428571,0.267261242,0,0
764,Willam A,0.142857143,0.36313652,0.071428571,0.267261242,0.571428571,1.157868447,1.071428571,1.591529778,1,1.519109051,0.071428571,0.267261242,0,0,0,0
765,WillamA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Willia C,1.571428571,1.157868447,0.928571429,1.268814451,1.071428571,0.730045912,14.28571429,7.730345514,12.21428571,7.402479537,1.071428571,0.997248963,0.071428571,0.267261242,0,0
767,Xtehn T,0.071428571,0.267261242,0.5,0.759554525,0.428571429,0.646206173,4.428571429,3.523859024,5.857142857,4.41774643,1.071428571,1.268814451,0,0,0,0
768,XtehnT,0,0,0.071428571,0.267261242,0,0,0.142857143,0.534522484,0.285714286,1.069044968,0.214285714,0.801783726,0,0,0,0
769,AJ Jacoski (Tampa Bay),0,0,0.071428571,0.267261242,0,0,0.214285714,0.425815314,0.214285714,0.425815314,0,0,0,0,0,0
770,AK,0.5,0.854850414,0,0,0.785714286,0.801783726,2.142857143,2.769536003,1.571428571,2.027286391,0.142857143,0.36313652,0.214285714,0.425815314,0,0
771,Bennett Wachob (Tampa Bay),0.214285714,0.578934224,0.285714286,0.468807231,0.214285714,0.425815314,3.214285714,4.948637286,3.642857143,5.182917843,0.142857143,0.36313652,0,0,0,0
772,Barrett,0,0,0,0,0,0,0.071428571,0.267261242,0,0,0.071428571,0.267261242,0,0,0,0
773,Jack Barrow (Tampa Bay),0.857142857,1.292412345,0.142857143,0.36313652,0.214285714,0.425815314,7.785714286,9.250185623,6.857142857,8.122685638,0.214285714,0.425815314,0.071428571,0.267261242,0,0
774,Tron Bass (Tampa Bay),0.142857143,0.534522484,0,0,0.214285714,0.578934224,0.357142857,1.33630621,0.285714286,1.069044968,0,0,0,0,0,0
775,Adam Carr (Tampa Bay),0.928571429,1.268814451,0.785714286,1.311403912,0.714285714,0.726273039,18,13.34742845,19.5,15.37605531,0.714285714,1.138728807,0,0,0,0
776,Marquis Chapman (Tampa Bay),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Ryan Chard (Tampa Bay),0.5,0.650443636,0.285714286,0.825420306,0.571428571,0.851630627,4.5,4.767679649,4.214285714,4.6604485,0.071428571,0.267261242,0,0,0,0
778,Jacob Clary (Tampa Bay),0.642857143,1.150728389,0,0,0.071428571,0.267261242,2.214285714,3.35533035,1.428571429,2.709365118,0.071428571,0.267261242,0.071428571,0.267261242,0,0
779,Hudson Cogswell (Tampa Bay),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Mark Mendelevitz (Tampa Bay),0,0,0,0,0,0,0.071428571,0.267261242,0.071428571,0.267261242,0,0,0,0,0,0
781,Robert Dennis (Tampa Bay),0,0,0,0,0,0,0.428571429,1.157868447,0.428571429,1.157868447,0,0,0,0,0,0
782,Michael Fairley (Tampa Bay),0.785714286,1.847183779,0.571428571,1.222499691,0.214285714,0.425815314,5.357142857,10.82452445,4.857142857,10.18941489,0.214285714,0.578934224,0.214285714,0.578934224,0,0
783,Chris Gibson (Tampa Bay),0.5,0.759554525,0.714285714,1.637473261,0.285714286,0.611249846,6.5,9.795996042,6.142857143,9.757499229,0.428571429,0.646206173,0.071428571,0.267261242,0,0
784,Hayden Wachob (Tampa Bay),0.571428571,1.089409559,0.5,1.091928428,0.071428571,0.267261242,9.714285714,16.2595703,9.642857143,15.36533132,0.857142857,1.747840111,0.071428571,0.267261242,0,0
785,Ryan Hiser (Tampa Bay),0.214285714,0.578934224,0.214285714,0.578934224,0.214285714,0.801783726,2.285714286,4.648052883,1.928571429,3.970357196,0.142857143,0.36313652,0,0,0,0
786,Jordan Huston (Tampa Bay),2.214285714,1.928673176,0.785714286,0.892582375,0.357142857,0.497245158,17.85714286,11.23769168,16.21428571,10.56247765,0.214285714,0.425815314,0.071428571,0.267261242,0,0
787,Tyler Kunsa (Tampa Bay),0.5,0.759554525,1.142857143,1.460091823,0.071428571,0.267261242,28.78571429,26.57117748,31.85714286,29.93032201,0.428571429,0.646206173,0,0,0,0
788,Jacob Lane (Tampa Bay),0.142857143,0.534522484,0,0,0.071428571,0.267261242,1.285714286,3.123818458,1.142857143,2.878491669,0,0,0.071428571,0.267261242,0,0
789,Adam Lapikas (Tampa Bay),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Jacob Larsen (Tampa Bay),0.071428571,0.267261242,0.071428571,0.267261242,0,0,4.928571429,17.05405111,5.285714286,17.57370663,0.214285714,0.801783726,0,0,0,0
791,Joshua Layton (Tampa Bay),0.071428571,0.267261242,0,0,0.071428571,0.267261242,0.357142857,1.081817762,0.285714286,0.825420306,0,0,0.071428571,0.267261242,0,0
792,Bobby Ley (Tampa Bay),1.428571429,1.554857684,3.5,2.2101166,0.571428571,0.755928946,54,35.77923764,54.14285714,36.29337117,2.357142857,1.86494557,0.071428571,0.267261242,0,0
793,Tim Lootens (Tampa Bay),0,0,0,0,0,0,0.071428571,0.267261242,0,0,0.071428571,0.267261242,0,0,0,0
794,Josh McKisic (Tampa Bay),0.071428571,0.267261242,0.071428571,0.267261242,0,0,0.571428571,1.398586414,0.428571429,0.937614462,0.071428571,0.267261242,0,0,0,0
795,Billy O'Bryan (Tampa Bay),0.642857143,0.928782732,1.785714286,2.154729018,0.642857143,1.008208072,17.64285714,23.19352411,20.57142857,27.00630777,1.214285714,1.625686668,0.071428571,0.267261242,0.071428571,0.267261242
796,Peter Van Brussel (Tampa Bay),0.428571429,0.755928946,1.071428571,1.141138818,0.571428571,0.646206173,12.92857143,7.750576015,13.42857143,8.234208997,0.857142857,0.949262293,0.071428571,0.267261242,0,0
797,Brandon Perales (Tampa Bay),0.142857143,0.534522484,0.357142857,0.633323694,0.428571429,0.755928946,7.714285714,8.416362922,9,9.364417104,0.642857143,1.081817762,0,0,0.071428571,0.267261242
798,Tanner Repasky (Tampa Bay),1.785714286,1.717716348,0.642857143,0.744946344,0.214285714,0.578934224,11.5,9.982677304,9.357142857,9.026517711,0.428571429,0.646206173,0.214285714,0.425815314,0,0
799,Andrew Roney (Tampa Bay),1.5,1.224744871,3.571428571,3.005489483,1.571428571,1.869359648,43,30.85699023,45.07142857,31.89035129,2.214285714,1.805060043,0.214285714,0.578934224,0,0
800,Mark Schimmel (Tampa Bay),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Bradley Seuntjens (Tampa Bay),1.357142857,1.33630621,0.285714286,0.468807231,0.5,0.650443636,8.214285714,5.101712705,6.714285714,4.375255095,0.214285714,0.578934224,0,0,0,0
802,Cole Sullivan (Tampa Bay),0.142857143,0.534522484,0.071428571,0.267261242,0,0,3.285714286,8.361344863,5.428571429,13.88809277,0.071428571,0.267261242,0.142857143,0.36313652,0,0
803,John Paul Taylor (Tampa Bay),2.214285714,2.326389458,0.357142857,0.744946344,0.428571429,0.851630627,8,4.69041576,5.142857143,3.301681223,0.571428571,0.937614462,0.142857143,0.36313652,0,0
804,Dustin Travaglini (Tampa Bay),0.214285714,0.578934224,0.642857143,1.150728389,0.285714286,0.468807231,5.857142857,11.38728807,6.5,12.61104522,0.5,0.759554525,0,0,0,0
805,Nathan Vickroy (Tampa Bay),1.357142857,1.446860945,2.5,2.928638434,0.571428571,0.851630627,17.92857143,17.80865946,15.57142857,16.00823964,1.428571429,1.603567451,0.142857143,0.36313652,0,0
806,Adam Vinson (Tampa Bay),0.142857143,0.36313652,0,0,0.071428571,0.267261242,1.857142857,3.183059555,1.714285714,3.517616576,0.142857143,0.36313652,0.142857143,0.534522484,0,0
807,Hamilton Wasnick (Tampa Bay),0.285714286,0.611249846,0,0,0.285714286,0.825420306,0.714285714,1.489892687,0.428571429,0.937614462,0,0,0.071428571,0.267261242,0,0
808,Armstron,1.2,1.207121724,1.266666667,1.437590577,0.4,0.507092553,16.8,10.43483178,24.86666667,14.04516524,0.933333333,0.798808637,0,0,0,0
809,Boychuk,1.533333333,1.807392228,0.4,0.736788398,0.133333333,0.351865775,7.333333333,8.772250621,5.6,6.967270423,0.333333333,0.816496581,0.2,0.560611911,0,0
810,Burelle,1.6,1.91982142,1.6,1.638814903,0.4,0.507092553,9.266666667,7.430311152,6.733333333,5.836665715,1,1.309307341,0.133333333,0.516397779,0,0
811,Carroll,1.666666667,1.345185418,2.533333333,1.846489591,0.466666667,0.639940473,17.93333333,8.589583947,15.13333333,7.744737076,1.266666667,1.099783528,0.333333333,0.487950036,0,0
812,Dacquist,0.466666667,0.639940473,0.2,0.414039336,0.266666667,0.59361684,2.933333333,2.433887739,2.466666667,2.166849809,0.066666667,0.25819889,0.066666667,0.25819889,0,0
813,Edwards,1.733333333,1.437590577,0.266666667,0.457737708,0.933333333,1.032795559,6.066666667,4.096456076,4,3.251373336,0.8,0.676123404,0.133333333,0.351865775,0,0
814,Foord,0.4,0.828078671,0.266666667,0.798808637,0.466666667,1.125462868,2.8,5.83340136,2.133333333,4.501851471,0.2,0.560611911,0,0,0,0
815,Harris,1.133333333,1.187233679,1.933333333,1.751190072,1.066666667,0.961150105,15.86666667,10.36385661,14.26666667,9.399594723,1.733333333,1.709915063,0.066666667,0.25819889,0,0
816,Harrison,0.066666667,0.25819889,0.4,0.632455532,0.466666667,0.915475416,2.533333333,3.602908878,3,4.25944329,0.4,0.632455532,0,0,0,0
817,Hau,0.8,0.941123948,0.533333333,0.743223353,0.6,0.828078671,6.133333333,4.940599539,4.866666667,4.323799035,0.4,0.828078671,0.133333333,0.351865775,0,0
818,Hirst,1.266666667,1.624221425,0.8,1.207121724,0.266666667,0.59361684,7.133333333,8.526150251,5.733333333,7.274875224,0.666666667,1.345185418,0.266666667,0.59361684,0.066666667,0.25819889
819,Huynh,1.066666667,1.222799287,1.2,1.521277659,0.666666667,1.046536237,12.13333333,7.567474259,12.4,7.538472752,0.666666667,0.723746864,0,0,0,0
820,Iain M,1.4,1.352246808,0.533333333,1.245945806,1.2,0.774596669,7.6,3.601586952,6.2,3.985688684,0.6,0.736788398,0.2,0.414039336,0,0
821,IsaiahMK,0.933333333,1.099783528,1.733333333,1.334523279,1.2,1.61245155,14.53333333,7.239442231,14.2,7.311439178,1.533333333,1.060098827,0.6,1.055597326,0,0
822,LaFrance,0.2,0.414039336,0.066666667,0.25819889,0.333333333,0.816496581,1,1.463850109,0.733333333,0.961150105,0.066666667,0.25819889,0.066666667,0.25819889,0,0
823,Linq,0.333333333,0.487950036,1.066666667,1.099783528,0.4,0.507092553,7.733333333,4.096456076,9.6,5.193402408,0.933333333,1.099783528,0.133333333,0.351865775,0,0
824,Lloyd,0.266666667,0.798808637,0.4,0.828078671,0.6,1.298350602,3.133333333,6.197541755,3.2,6.026133563,0.4,0.91025899,0,0,0,0
825,Martin,0.066666667,0.25819889,0.533333333,0.743223353,0.4,0.736788398,2.333333333,3.039423504,2.133333333,2.614975189,0.266666667,0.798808637,0,0,0,0
826,McKnight,1.066666667,1.162919151,1.533333333,1.597617273,0.333333333,0.487950036,23.13333333,11.42595208,27.33333333,11.93833362,1,0.755928946,0.266666667,0.457737708,0,0
827,Meron,0.066666667,0.25819889,0.333333333,0.6172134,0.533333333,0.743223353,2.866666667,2.614975189,6.133333333,4.485956924,0.8,1.373213125,0,0,0,0
828,Mike M,0.333333333,0.816496581,0.4,0.91025899,0.466666667,1.060098827,2.933333333,4.399134114,2.4,3.581699517,0.2,0.560611911,0,0,0,0
829,Norden,0.333333333,0.6172134,1.2,1.85933936,0.333333333,0.816496581,9.666666667,9.278751969,11.46666667,10.62252772,0.933333333,0.883715102,0,0,0,0
830,Ojo,0.133333333,0.351865775,0,0,0.266666667,1.032795559,0.6,1.681835732,0.533333333,1.457329587,0,0,0,0,0.066666667,0.25819889
831,Oort,2.066666667,2.282438128,0.266666667,0.457737708,0.333333333,0.6172134,6.533333333,6.186005712,3.666666667,3.792222618,0.4,0.736788398,0.2,0.414039336,0,0
832,Powell,0.4,0.632455532,0.666666667,1.175139303,0.6,0.91025899,4.666666667,6.499084185,4,5.503245796,0.8,1.567527626,0.066666667,0.25819889,0,0
833,Pries,0.266666667,0.59361684,0.2,0.414039336,0.2,0.414039336,1.133333333,1.922300209,0.8,1.424279266,0.066666667,0.25819889,0.066666667,0.25819889,0,0
834,Tan,0.8,0.941123948,0.466666667,0.743223353,0.8,1.082325539,4.266666667,3.614784456,3.8,3.858200913,0.2,0.414039336,0,0,0,0
835,Turner,0.133333333,0.351865775,0,0,0.266666667,0.59361684,0.6,1.121223821,0.466666667,1.060098827,0,0,0,0,0,0
836,Vasilyev,0.066666667,0.25819889,0.2,0.414039336,0.133333333,0.516397779,2.266666667,3.494212903,2.733333333,4.267261863,0.333333333,0.723746864,0.066666667,0.25819889,0,0
837,Wilson,0.4,0.91025899,0.6,1.121223821,0.133333333,0.351865775,3.8,4.662923669,3,3.605551275,0.4,0.736788398,0.2,0.414039336,0,0
838,Yearwood,0.266666667,0.457737708,1.133333333,1.302013093,0.066666667,0.25819889,10.06666667,8.463929066,11.26666667,10.13809412,0.8,1.014185106,0.133333333,0.351865775,0,0
839,Zlatic,1.066666667,1.222799287,0.4,0.507092553,0.733333333,0.798808637,4.2,3.629246281,3.466666667,2.669046557,0.133333333,0.516397779,0.2,0.560611911,0,0
840,knapp,0.866666667,1.641718032,1.2,1.567527626,0.133333333,0.351865775,9.933333333,12.19172241,10.53333333,12.66528815,0.6,0.91025899,0.066666667,0.25819889,0,0
